complex_id,name,district,dong,households,built_ymd,min_area_m2,max_area_m2,min_price_manwon,max_price_manwon,sale_count,lat,lng,url
12616,LG개포자이,강남구,개포동,212,200406,160.71,204.52,298500,325000,35,37.4964371,127.0771151,https://kbland.kr/c/12616
489992,YH빌리지,강남구,개포동,16,201709,33.02,36.32,,,0,37.4782472,127.0466702,https://kbland.kr/c/489992
141,개포6차우성,강남구,개포동,270,198802,61.32,86.52,215000,295000,9,37.4762762,127.0568592,https://kbland.kr/c/141
150,개포더샵트리에,강남구,개포동,232,202112,132.23,135.57,287500,287500,22,37.4848948,127.0572249,https://kbland.kr/c/150
39203,개포래미안포레스트,강남구,개포동,2296,202009,74.31,174.19,231667,396000,520,37.4784483,127.0540313,https://kbland.kr/c/39203
351699,개포비버리하임(도),강남구,개포동,29,201811,28.54,66.23,,,0,37.4745546,127.0494115,https://kbland.kr/c/351699
28654,개포상지리츠빌,강남구,개포동,18,200303,178.74,240.58,300000,300000,0,37.4872571,127.0601988,https://kbland.kr/c/28654
435295,개포자이르네,강남구,개포동,28,202210,71.89,158.90,134300,265100,9,37.4786543,127.0552322,https://kbland.kr/c/435295
48042,개포자이프레지던스,강남구,개포동,3375,202303,59.86,243.78,202500,477500,509,37.4851048,127.0716051,https://kbland.kr/c/48042
136,개포주공5단지.,강남구,개포동,940,198310,75.33,116.04,330000,400000,48,37.4877875,127.0680057,https://kbland.kr/c/136
144,개포주공6단지.,강남구,개포동,1060,198310,68.43,107.31,300000,377500,139,37.4886449,127.0704715,https://kbland.kr/c/144
145,개포주공7단지.,강남구,개포동,900,198310,73.43,114.72,297250,375000,134,37.4895613,127.0724164,https://kbland.kr/c/145
151,개포현대,강남구,개포동,18,199401,148.38,148.38,205200,205200,2,37.4843187,127.0600773,https://kbland.kr/c/151
25258,개포현대(200동),강남구,개포동,72,198607,101.55,101.55,250000,250000,0,37.4817719,127.0525788,https://kbland.kr/c/25258
154,개포현대6차,강남구,개포동,19,199209,116.85,154.77,134900,172200,0,37.4797585,127.0460042,https://kbland.kr/c/154
36392,경남,강남구,개포동,678,198403,97.92,198.33,298333,463333,166,37.4848795,127.0542247,https://kbland.kr/c/36392
722556,노블레스빌(도),강남구,개포동,14,201805,33.60,53.27,,,0,37.4748493,127.0486246,https://kbland.kr/c/722556
38578,뉴현대파크빌,강남구,개포동,10,200105,79.61,96.08,78700,95700,0,37.474809,127.0548178,https://kbland.kr/c/38578
148,대청,강남구,개포동,822,199210,56.50,81.67,175000,226667,96,37.4950765,127.0771205,https://kbland.kr/c/148
128,대치,강남구,개포동,1758,199210,46.73,69.96,150000,204333,130,37.4946583,127.0754859,https://kbland.kr/c/128
1090438,대치푸르지오발라드(도시형),강남구,개포동,78,202401,52.36,166.16,,,20,37.4872349,127.0605109,https://kbland.kr/c/1090438
155,더샵그린.,강남구,개포동,19,199609,214.21,258.84,191600,291800,0,37.4733003,127.0523692,https://kbland.kr/c/155
33681,디에이치아너힐즈,강남구,개포동,1320,201908,67.54,202.81,216000,490000,158,37.4846579,127.0672482,https://kbland.kr/c/33681
50176,디에이치퍼스티어아이파크,강남구,개포동,6702,202312,50.73,230.69,155000,540000,589,37.4803926,127.0570993,https://kbland.kr/c/50176
1077779,라온(도).,강남구,개포동,10,201509,47.76,57.18,,,0,37.47253,127.0509833,https://kbland.kr/c/1077779
32909,래미안블레스티지,강남구,개포동,1957,201902,67.77,249.51,235000,445000,634,37.4810583,127.0641781,https://kbland.kr/c/32909
491390,런던빌개포,강남구,개포동,15,202111,28.60,40.61,,,0,37.4749515,127.047937,https://kbland.kr/c/491390
1028526,롯데빌리지,강남구,개포동,12,199109,,,,,0,37.4764629,127.048803,https://kbland.kr/c/1028526
24683,리더스.,강남구,개포동,10,200212,92.57,94.36,95400,100200,0,37.4744663,127.054806,https://kbland.kr/c/24683
149,쌍용개포,강남구,개포동,16,199503,162.94,166.54,,,5,37.4811272,127.0530845,https://kbland.kr/c/149
662543,예가풍경채(도),강남구,개포동,14,201902,32.35,63.79,,,0,37.4771222,127.049481,https://kbland.kr/c/662543
140,우성(3차),강남구,개포동,405,198412,110.60,182.45,300000,417500,149,37.4839980,127.0560107,https://kbland.kr/c/140
142,우성(8차),강남구,개포동,261,198709,98.87,109.35,261000,261000,48,37.4881474,127.0622456,https://kbland.kr/c/142
19930,우찬현대(101),강남구,개포동,15,200606,65.21,156.31,79100,158500,0,37.4794705,127.0487524,https://kbland.kr/c/19930
24384,우찬현대(102),강남구,개포동,10,200606,71.89,152.26,78600,168900,2,37.4795182,127.0490797,https://kbland.kr/c/24384
24385,우찬현대(103),강남구,개포동,10,200606,71.89,152.26,90200,157400,0,37.4795056,127.0486276,https://kbland.kr/c/24385
152,잠실전화국주택조합(220동),강남구,개포동,54,198809,98.54,98.54,245000,245000,10,37.4812145,127.0527329,https://kbland.kr/c/152
2308405,키스톤하우스(도시형),강남구,개포동,10,201411,54.78,56.59,,,0,37.4767654,127.0481933,https://kbland.kr/c/2308405
21247,포이동새롬,강남구,개포동,41,200007,48.87,82.85,78000,120200,0,37.4732596,127.0529011,https://kbland.kr/c/21247
30782,포이벨리,강남구,개포동,10,200112,98.30,98.30,107400,107400,0,37.4746202,127.0551564,https://kbland.kr/c/30782
153,포이현대빌라트,강남구,개포동,14,199712,174.05,194.46,169600,176800,0,37.4740588,127.0536937,https://kbland.kr/c/153
33582,한림,강남구,개포동,12,200203,82.57,82.57,97200,97200,1,37.473981,127.0540958,https://kbland.kr/c/33582
146,현대(1차),강남구,개포동,416,198404,102.73,193.80,310000,431667,58,37.4824268,127.0544701,https://kbland.kr/c/146
147,현대(2차),강남구,개포동,558,198601,105.78,195.17,317500,415000,78,37.4827959,127.0510508,https://kbland.kr/c/147
138,현대(3차),강남구,개포동,198,198604,105.86,198.26,275000,408000,54,37.4880142,127.0613540,https://kbland.kr/c/138
12,거평프리젠,강남구,논현동,113,199609,41.83,82.93,37250,50500,12,37.5063756,127.0276790,https://kbland.kr/c/12
3,경남논현,강남구,논현동,60,199609,79.97,153.41,130000,180000,7,37.5106499,127.038175,https://kbland.kr/c/3
26868,골든캐슬,강남구,논현동,7,200908,131.35,154.90,,,0,37.5196672,127.0388303,https://kbland.kr/c/26868
21507,그랑디오스,강남구,논현동,15,200409,100.59,163.69,123000,213800,0,37.5112476,127.0427955,https://kbland.kr/c/21507
311735,기린힐스(도시형),강남구,논현동,249,202010,26.20,33.34,,,0,37.512999,127.0308909,https://kbland.kr/c/311735
432976,꿈꾸지오(도),강남구,논현동,28,201903,26.28,38.37,,,0,37.5115809,127.0418223,https://kbland.kr/c/432976
2,논현(신동아),강남구,논현동,644,199707,52.92,140.50,134000,250000,36,37.5148869,127.0228742,https://kbland.kr/c/2
13563,논현e-편한세상,강남구,논현동,63,200507,109.11,166.40,145000,185000,3,37.5067481,127.0291559,https://kbland.kr/c/13563
25908,논현대우멤버스카운티,강남구,논현동,19,200412,150.45,153.85,,,0,37.5167205,127.0277823,https://kbland.kr/c/25908
342936,논현더라움,강남구,논현동,16,201903,31.77,34.34,,,0,37.5152164,127.0411987,https://kbland.kr/c/342936
20642,논현동2차한화꿈에그린아파트,강남구,논현동,46,200612,104.67,147.31,134600,163000,0,37.50757000,127.03082000,https://kbland.kr/c/20642
12337,논현동동부센트레빌,강남구,논현동,160,200312,106.82,136.29,225000,242500,14,37.5103503,127.0377169,https://kbland.kr/c/12337
12615,논현동양파라곤,강남구,논현동,203,200407,173.40,301.42,,,37,37.5148511,127.0382813,https://kbland.kr/c/12615
14802,논현동월드메르디앙,강남구,논현동,82,200703,94.26,144.50,155000,180000,0,37.5135899,127.0338973,https://kbland.kr/c/14802
12572,논현동한진로즈힐,강남구,논현동,81,200405,92.44,132.97,150000,205000,3,37.5208338,127.0371411,https://kbland.kr/c/12572
13425,논현동한화꿈에그린,강남구,논현동,70,200505,89.17,89.17,135000,135000,3,37.5070503,127.0308372,https://kbland.kr/c/13425
36289,논현두산위브(1단지),강남구,논현동,130,200406,107.81,140.87,210000,230000,13,37.5135862,127.038468,https://kbland.kr/c/36289
416789,논현두산위브(2단지),강남구,논현동,136,200406,87.65,135.37,155000,230000,11,37.5125703,127.0381409,https://kbland.kr/c/416789
28260,논현라폴리움,강남구,논현동,18,201208,491.26,540.18,,,14,37.5141079,127.0388451,https://kbland.kr/c/28260
29183,논현멤버스카운티,강남구,논현동,11,200310,120.27,124.88,,,0,37.5141873,127.0232679,https://kbland.kr/c/29183
9,논현베르빌,강남구,논현동,65,200212,130.84,227.23,140000,145000,7,37.5126710,127.0328119,https://kbland.kr/c/9
47302,논현빌라트.,강남구,논현동,10,199908,54.22,77.98,61900,86100,1,37.5192483,127.0399632,https://kbland.kr/c/47302
41818,논현아테나니케,강남구,논현동,12,200411,127.92,128.73,,,0,37.5150264,127.0269982,https://kbland.kr/c/41818
12227,논현아트빌,강남구,논현동,11,200305,80.87,126.42,92400,120400,3,37.5124230,127.0322382,https://kbland.kr/c/12227
20024,논현아펠바움1차,강남구,논현동,38,200801,277.91,311.20,,,6,37.5134173,127.0370328,https://kbland.kr/c/20024
25641,논현아펠바움2차,강남구,논현동,38,201109,281.22,317.73,,,31,37.5126417,127.0369410,https://kbland.kr/c/25641
1100359,논현알베로(도시형),강남구,논현동,14,201110,22.22,25.00,,,0,37.5086924,127.0248062,https://kbland.kr/c/1100359
30653,논현테크노빌,강남구,논현동,10,200307,117.86,203.67,,,7,37.5121666,127.0416752,https://kbland.kr/c/30653
341926,논현파크빌(도),강남구,논현동,27,201304,21.43,27.93,,,0,37.5106147,127.0238847,https://kbland.kr/c/341926
46134,"논현팰리스(민간임대,도시형)",강남구,논현동,39,201906,28.50,48.85,,,0,37.5070574,127.0281694,https://kbland.kr/c/46134
19954,논현프라임(192-3),강남구,논현동,19,200610,144.68,150.14,149400,157700,6,37.5081569,127.0328362,https://kbland.kr/c/19954
11,논현한가람,강남구,논현동,32,200211,102.67,169.38,167700,196500,3,37.51872000,127.03742000,https://kbland.kr/c/11
48405,논현힐스빌5차,강남구,논현동,7,200308,248.68,248.68,,,0,37.5174843,127.0278576,https://kbland.kr/c/48405
42842,논현힐스빌6차,강남구,논현동,4,200308,228.44,231.14,,,1,37.5175537,127.0275532,https://kbland.kr/c/42842
20326,더그레이스.,강남구,논현동,9,200304,106.35,112.89,,,0,37.5130154,127.0341648,https://kbland.kr/c/20326
34756,더클래식논현(도),강남구,논현동,14,201702,33.26,100.23,,,0,37.5137152,127.0228329,https://kbland.kr/c/34756
1110808,도산포도더블랙(도),강남구,논현동,26,202409,66.27,67.14,95000,95000,7,37.52059,127.0324425,https://kbland.kr/c/1110808
40809,동광팰리스(도),강남구,논현동,38,201605,29.26,45.50,,,0,37.5193314,127.0385189,https://kbland.kr/c/40809
1,동현,강남구,논현동,548,198610,102.47,175.38,275000,390000,26,37.5193800,127.0367525,https://kbland.kr/c/1
20606,두영,강남구,논현동,17,200404,94.52,97.81,98500,108600,3,37.5121719,127.0323772,https://kbland.kr/c/20606
38962,라디안,강남구,논현동,10,200403,77.70,129.86,103900,133600,4,37.5130911,127.0225203,https://kbland.kr/c/38962
29002,라이헤스빌,강남구,논현동,13,200211,74.60,118.81,89300,126700,0,37.5187562,127.0387176,https://kbland.kr/c/29002
23933,로체샤르캐슬,강남구,논현동,17,200903,99.40,125.69,120200,141800,7,37.5172548,127.0369156,https://kbland.kr/c/23933
433662,루시아도산208(도시형),강남구,논현동,55,202308,57.88,60.92,,,11,37.5196584,127.0294578,https://kbland.kr/c/433662
23382,리더스빌,강남구,논현동,19,200408,81.25,206.56,84100,103400,0,37.5082532,127.0324843,https://kbland.kr/c/23382
1089833,리안빌리지(도),강남구,논현동,24,201309,23.48,50.35,,,0,37.5062312,127.0267982,https://kbland.kr/c/1089833
38040,리츠하우스,강남구,논현동,12,200306,300.31,300.41,,,0,37.5144485,127.0250418,https://kbland.kr/c/38040
27780,마블하우스,강남구,논현동,12,200307,153.02,183.84,199800,201400,0,37.5123888,127.0424076,https://kbland.kr/c/27780
650102,베스티움(도).,강남구,논현동,15,201208,24.28,28.67,,,0,37.5105943,127.0342273,https://kbland.kr/c/650102
25520,벨루스빌.,강남구,논현동,10,200407,95.83,178.31,93300,198800,0,37.5129657,127.0226391,https://kbland.kr/c/25520
27323,보노체아(도).,강남구,논현동,22,201111,17.86,27.80,,,0,37.5081011,127.0315249,https://kbland.kr/c/27323
24649,브라운스톤로얄스위트논현,강남구,논현동,19,200503,249.11,266.39,314200,321100,4,37.5132948,127.0242976,https://kbland.kr/c/24649
649931,브라이튼N40,강남구,논현동,148,202206,102.10,299.79,,,113,37.514362,127.0265871,https://kbland.kr/c/649931
27620,비쥬힐,강남구,논현동,10,200310,87.53,141.26,104500,144100,9,37.5148338,127.0273657,https://kbland.kr/c/27620
27951,삼성빌라트,강남구,논현동,19,199810,121.01,172.68,125600,176900,2,37.5165426,127.0313592,https://kbland.kr/c/27951
722555,서진플로렌스190(도),강남구,논현동,19,201809,29.42,35.81,,,0,37.5084088,127.0311174,https://kbland.kr/c/722555
28385,스위트캐슬,강남구,논현동,16,200307,270.21,270.62,,,3,37.5164560,127.0284984,https://kbland.kr/c/28385
23924,스위트케슬레지던스,강남구,논현동,17,200412,122.16,241.39,155800,293000,0,37.5125345,127.0238890,https://kbland.kr/c/23924
25300,신동아,강남구,논현동,12,199612,226.56,262.29,247100,277000,1,37.5102396,127.0340875,https://kbland.kr/c/25300
4,쌍용,강남구,논현동,111,199607,83.17,117.82,124000,140000,5,37.5197160,127.0381849,https://kbland.kr/c/4
338436,아나하(도),강남구,논현동,16,202006,36.48,116.57,,,14,37.5142127,127.0368467,https://kbland.kr/c/338436
379148,아츠논현(도),강남구,논현동,24,202309,49.86,64.20,,,15,37.512201,127.0360292,https://kbland.kr/c/379148
29686,아크로힐스논현,강남구,논현동,368,201412,109.73,148.25,295000,347500,57,37.5095944,127.0389482,https://kbland.kr/c/29686
34395,알파임하우스Ⅱ,강남구,논현동,16,200205,257.91,257.91,,,1,37.5142559,127.0239344,https://kbland.kr/c/34395
506064,엔트라움논현(도),강남구,논현동,14,202112,35.38,53.56,,,0,37.5082686,127.0286192,https://kbland.kr/c/506064
15,예원베스트빌,강남구,논현동,8,200207,109.38,126.08,,,0,37.5091133,127.0351879,https://kbland.kr/c/15
425547,요진보네르,강남구,논현동,9,200306,102.11,186.88,,,0,37.5130543,127.0229623,https://kbland.kr/c/425547
379071,우림빌(도).,강남구,논현동,19,201308,16.36,26.71,,,0,37.507402,127.0293133,https://kbland.kr/c/379071
501194,우림스타빌(도),강남구,논현동,19,201604,26.30,52.75,,,0,37.5062279,127.0266089,https://kbland.kr/c/501194
8,우민,강남구,논현동,70,200207,99.54,105.80,136500,136500,7,37.51787000,127.03739000,https://kbland.kr/c/8
21403,우성,강남구,논현동,14,200408,81.56,122.78,87100,121400,5,37.5075773,127.0280819,https://kbland.kr/c/21403
10,월드노블레스빌,강남구,논현동,12,200110,142.17,195.72,,,0,37.5135375,127.0231407,https://kbland.kr/c/10
18812,월드쉐르빌,강남구,논현동,15,200306,49.80,99.48,78900,100100,0,37.5102842,127.0260931,https://kbland.kr/c/18812
18112,은탑리더스카운티,강남구,논현동,18,200308,77.00,182.69,124000,191600,2,37.5132915,127.0239017,https://kbland.kr/c/18112
25131,이산,강남구,논현동,11,201104,55.18,76.95,,,0,37.5071935,127.0307223,https://kbland.kr/c/25131
28362,이움.,강남구,논현동,10,200509,111.35,142.98,113000,163300,0,37.5092397,127.0341230,https://kbland.kr/c/28362
18308,제이빌,강남구,논현동,32,200401,43.08,113.06,44500,93800,5,37.5181183,127.0378321,https://kbland.kr/c/18308
20937,지고하임.,강남구,논현동,33,200405,71.86,91.74,96300,136400,0,37.5137133,127.0236926,https://kbland.kr/c/20937
651349,진흥펠리체(도),강남구,논현동,40,201511,15.19,34.75,,,0,37.5084778,127.0312827,https://kbland.kr/c/651349
5,청학,강남구,논현동,70,197606,87.15,99.65,135000,155000,2,37.5206453,127.0328221,https://kbland.kr/c/5
18698,케럿스테이트,강남구,논현동,16,200404,103.64,193.94,130100,215000,8,37.5126572,127.0421779,https://kbland.kr/c/18698
28243,케이씨빌,강남구,논현동,12,200411,111.50,123.51,128900,135300,2,37.5190180,127.0387708,https://kbland.kr/c/28243
13,테크노빌라트,강남구,논현동,18,200207,57.57,114.30,101800,126100,4,37.5112222,127.0402441,https://kbland.kr/c/13
23546,토미빌(228-9).,강남구,논현동,24,200302,155.16,161.26,,,12,37.5089672,127.0338551,https://kbland.kr/c/23546
615547,토미하우스(도),강남구,논현동,14,201304,16.67,41.18,,,0,37.5116747,127.0263706,https://kbland.kr/c/615547
14406,프라임(196-4),강남구,논현동,19,200610,135.45,270.90,145300,273800,0,37.5065889,127.0284227,https://kbland.kr/c/14406
14041,프라임(80-13),강남구,논현동,28,200407,93.51,124.68,141600,141600,3,37.5162302,127.0306167,https://kbland.kr/c/14041
15215,학동,강남구,논현동,18,200506,86.75,125.41,95400,124600,0,37.51262000,127.03383000,https://kbland.kr/c/15215
18444,한양빌라트,강남구,논현동,19,199912,115.34,179.68,141500,169300,0,37.51706500,127.03130700,https://kbland.kr/c/18444
27325,한양수자인어반게이트(도),강남구,논현동,108,201306,23.42,29.92,20000,20000,1,37.5097488,127.0335735,https://kbland.kr/c/27325
6,현대넥서스(261-7),강남구,논현동,18,200010,128.29,254.09,153500,297500,15,37.5118454,127.0365327,https://kbland.kr/c/6
21229,현대넥서스(261-8),강남구,논현동,16,199712,161.35,264.58,185800,218000,2,37.5115958,127.0368639,https://kbland.kr/c/21229
21100,휴먼스페이스,강남구,논현동,18,200306,48.95,49.49,,,0,37.5076756,127.0334758,https://kbland.kr/c/21100
25364,힐스빌7차,강남구,논현동,9,200303,138.67,171.75,,,3,37.5132742,127.0228952,https://kbland.kr/c/25364
14,힐타워,강남구,논현동,16,200107,93.47,187.15,102000,148800,0,37.5124918,127.0230864,https://kbland.kr/c/14
434293,힐튼빌(도).,강남구,논현동,14,201303,35.03,104.27,,,0,37.511114,127.040727,https://kbland.kr/c/434293
187,개포우성1차,강남구,대치동,690,198312,84.80,213.68,405000,665000,119,37.4914437,127.0597731,https://kbland.kr/c/187
200,개포우성2차,강남구,대치동,450,198412,101.09,180.54,405000,585000,70,37.4913472,127.0578406,https://kbland.kr/c/200
202,노빌리티빌리지,강남구,대치동,14,200002,125.06,196.98,175300,250000,0,37.4974409,127.0604330,https://kbland.kr/c/202
31445,대치SK뷰,강남구,대치동,239,201706,80.38,166.84,222500,452500,54,37.4959672,127.0603219,https://kbland.kr/c/31445
659022,대치더클래스,강남구,대치동,42,202209,89.11,169.72,179200,215500,15,37.4973422,127.0608547,https://kbland.kr/c/659022
12618,대치동3차풍림아이원,강남구,대치동,42,200406,134.72,139.43,255300,255300,5,37.5046911,127.0668343,https://kbland.kr/c/12618
12619,대치동4차풍림아이원,강남구,대치동,33,200406,134.54,139.23,262600,262600,3,37.5042575,127.0667039,https://kbland.kr/c/12619
204,대치동삼성3차,강남구,대치동,35,200003,99.97,240.86,204700,329900,12,37.4975354,127.0598551,https://kbland.kr/c/204
47442,대치르엘,강남구,대치동,273,202109,75.59,158.56,275000,365000,52,37.5016378,127.0643077,https://kbland.kr/c/47442
1915248,"대치명문(민간임대,도시형)",강남구,대치동,13,202203,32.91,65.13,,,1,37.5032311,127.0551254,https://kbland.kr/c/1915248
189,대치삼성(래미안),강남구,대치동,960,200007,85.68,139.27,250000,392500,157,37.4965384,127.0591212,https://kbland.kr/c/189
205,대치삼성2차,강남구,대치동,19,199910,188.75,188.75,,,16,37.4970455,127.0576136,https://kbland.kr/c/205
26718,대치상지리츠빌카일룸,강남구,대치동,15,201109,225.33,268.23,,,20,37.5015843,127.0682075,https://kbland.kr/c/26718
14992,대치아이파크,강남구,대치동,768,200707,78.71,179.41,305000,515000,286,37.4947541,127.0545748,https://kbland.kr/c/14992
23668,대치주성,강남구,대치동,14,200410,73.97,136.31,81700,128700,2,37.5016102,127.0601094,https://kbland.kr/c/23668
43458,대치타워,강남구,대치동,10,200304,77.28,105.00,91600,118100,2,37.5017427,127.0580862,https://kbland.kr/c/43458
313482,대치푸르지오써밋,강남구,대치동,489,202306,70.24,198.93,,,110,37.5024379,127.0602884,https://kbland.kr/c/313482
23772,대치하나빌,강남구,대치동,12,200310,163.48,225.69,191200,235400,17,37.4970289,127.0584817,https://kbland.kr/c/23772
13451,대치한신휴플러스,강남구,대치동,66,200505,85.90,105.97,172500,190000,10,37.5014324,127.0513918,https://kbland.kr/c/13451
190,대치현대,강남구,대치동,630,199906,88.68,143.66,249000,370000,98,37.5009060,127.0610682,https://kbland.kr/c/190
191,대치효성,강남구,대치동,83,199908,78.99,112.12,200000,222500,3,37.5000703,127.0612191,https://kbland.kr/c/191
37104,더힐하우스(도),강남구,대치동,44,201606,36.26,70.89,,,2,37.4994505,127.0528691,https://kbland.kr/c/37104
23008,동민맥스빌(B동),강남구,대치동,18,200412,75.44,156.79,137400,187300,0,37.4979452,127.0558804,https://kbland.kr/c/23008
13186,동부센트레빌,강남구,대치동,805,200501,152.54,202.99,512500,625000,127,37.4931040,127.0555569,https://kbland.kr/c/13186
206,동양,강남구,대치동,19,199911,110.57,186.81,131000,139900,0,37.4997930,127.0525774,https://kbland.kr/c/206
1682099,디에이치대치에델루이,강남구,대치동,282,202508,80.11,165.07,,,2,37.5030695,127.0606396,https://kbland.kr/c/1682099
29017,래미안대치팰리스1단지,강남구,대치동,1278,201509,88.00,150.66,330000,590000,256,37.4943751,127.0578331,https://kbland.kr/c/29017
36794,래미안대치팰리스2단지,강남구,대치동,330,201509,118.76,183.59,405000,595000,133,37.4949403,127.0611938,https://kbland.kr/c/36794
193,래미안대치하이스턴(우성2차),강남구,대치동,354,201402,142.54,142.62,343500,343500,37,37.5013709,127.0651565,https://kbland.kr/c/193
203,롯데캐슬,강남구,대치동,142,200206,110.72,176.16,252500,337500,15,37.5051152,127.0567063,https://kbland.kr/c/203
14665,롯데캐슬리베,강남구,대치동,144,200612,146.32,146.32,375000,375000,34,37.4962978,127.0538090,https://kbland.kr/c/14665
24759,메트로,강남구,대치동,11,200209,81.71,113.12,99200,117500,3,37.5029968,127.0554662,https://kbland.kr/c/24759
14294,미소시티,강남구,대치동,18,200607,164.77,200.90,189700,228500,2,37.5026168,127.0563984,https://kbland.kr/c/14294
36403,"선경(1,2차)",강남구,대치동,1034,198312,101.66,186.36,410000,580000,249,37.4918071,127.0625767,https://kbland.kr/c/36403
195,선경(3차),강남구,대치동,54,199010,85.48,85.48,225000,225000,6,37.4941742,127.0609474,https://kbland.kr/c/195
207,세연파크뷰,강남구,대치동,19,200207,75.46,94.53,86900,93300,2,37.5001471,127.0585557,https://kbland.kr/c/207
199,세영팔레스타운,강남구,대치동,67,200201,73.77,103.37,152500,210000,9,37.50085000,127.06214000,https://kbland.kr/c/199
18166,스카이써밋,강남구,대치동,10,200402,91.79,131.56,132300,154600,0,37.5011367,127.0583510,https://kbland.kr/c/18166
1075677,스톤빌리지(도),강남구,대치동,28,201612,24.56,64.46,,,0,37.4987467,127.0560695,https://kbland.kr/c/1075677
48626,스톤빌리지대치2차(도),강남구,대치동,25,201805,38.99,69.77,,,0,37.4988461,127.0567057,https://kbland.kr/c/48626
46571,스톤빌리지대치3차(도),강남구,대치동,22,201804,35.47,62.45,,,11,37.5011211,127.0542623,https://kbland.kr/c/46571
47111,스톤빌리지대치4차(도),강남구,대치동,20,201909,39.10,71.47,,,4,37.4998468,127.0552464,https://kbland.kr/c/47111
201,쌍용2차.,강남구,대치동,364,198311,102.47,141.71,365000,430000,40,37.4997206,127.0706848,https://kbland.kr/c/201
192,쌍용대치(1차),강남구,대치동,630,198303,102.36,173.48,365000,467500,68,37.4979480,127.0710008,https://kbland.kr/c/192
15216,아름빌,강남구,대치동,43,200307,45.97,105.58,43500,87500,3,37.5033996,127.0506317,https://kbland.kr/c/15216
21798,아크로빌,강남구,대치동,14,200511,61.53,112.33,,,0,37.4971728,127.0573151,https://kbland.kr/c/21798
552685,아티드(도시형),강남구,대치동,42,202407,54.65,64.91,,,0,37.5033209,127.0581319,https://kbland.kr/c/552685
188,우성(1차),강남구,대치동,476,198401,102.01,133.98,350000,405000,32,37.5004363,127.0688890,https://kbland.kr/c/188
15274,우정에쉐르,강남구,대치동,19,200406,103.62,154.02,178900,178900,0,37.5069080,127.0623277,https://kbland.kr/c/15274
18590,월드빌,강남구,대치동,11,200402,59.00,122.32,96100,96100,0,37.5065935,127.0624334,https://kbland.kr/c/18590
186,은마,강남구,대치동,4424,197909,101.52,115.54,326667,363333,374,37.4976398,127.0650560,https://kbland.kr/c/186
196,청암빌라트,강남구,대치동,18,199201,144.05,179.57,,,3,37.4924501,127.0571709,https://kbland.kr/c/196
14878,청원,강남구,대치동,19,200502,58.32,130.41,71700,152100,0,37.4984332,127.0560552,https://kbland.kr/c/14878
12845,포스코더샵,강남구,대치동,276,200409,168.38,208.98,380000,407500,60,37.5041018,127.0573071,https://kbland.kr/c/12845
37047,풍림아이원,강남구,대치동,90,200308,91.49,170.30,150000,240000,9,37.5014718,127.0548612,https://kbland.kr/c/37047
24354,하이캐슬,강남구,대치동,67,200502,104.13,191.61,,,0,37.5005677,127.0638546,https://kbland.kr/c/24354
345179,한보미도맨션,강남구,대치동,2436,198311,113.31,220.92,393333,666667,375,37.4935414,127.0675158,https://kbland.kr/c/345179
197,한보미도맨숀3차,강남구,대치동,18,198501,220.11,220.11,310500,310500,10,37.4945955,127.0618031,https://kbland.kr/c/197
19622,한양팰리스,강남구,대치동,14,200401,111.20,120.97,142100,159700,0,37.4992106,127.0597549,https://kbland.kr/c/19622
18791,한티,강남구,대치동,22,200410,78.60,127.58,150300,169200,0,37.4990281,127.0572126,https://kbland.kr/c/18791
194,현대(1차),강남구,대치동,120,199004,101.03,101.70,250000,250000,19,37.4999937,127.0653320,https://kbland.kr/c/194
18942,화인하이빌,강남구,대치동,18,200401,61.24,147.52,77200,168500,11,37.5064769,127.0625027,https://kbland.kr/c/18942
157,개포4차우성(양재우성),강남구,도곡동,459,198512,113.23,180.25,372500,502500,52,37.48545,127.0494789,https://kbland.kr/c/157
160,개포5차우성,강남구,도곡동,180,198610,89.79,98.96,220000,250000,11,37.4860285,127.0474254,https://kbland.kr/c/160
156,개포럭키,강남구,도곡동,128,198601,102.41,102.41,237500,237500,0,37.4861727,127.0463042,https://kbland.kr/c/156
161,개포한신,강남구,도곡동,620,198512,73.65,103.93,310000,350000,36,37.4868952,127.0489053,https://kbland.kr/c/161
175,경남,강남구,도곡동,348,200506,76.47,147.12,205000,235000,107,37.4886785,127.0408559,https://kbland.kr/c/175
25661,그랜빌캐슬,강남구,도곡동,15,200301,105.32,166.79,160000,231000,0,37.4888005,127.0447894,https://kbland.kr/c/25661
162,대림,강남구,도곡동,197,199211,102.39,104.47,255000,255000,21,37.4864629,127.0398665,https://kbland.kr/c/162
20491,대명비발디,강남구,도곡동,18,200311,46.53,102.21,55900,114900,1,37.4890671,127.0343602,https://kbland.kr/c/20491
293449,더힐(도).,강남구,도곡동,11,199012,26.65,44.42,,,0,37.4847442,127.0434467,https://kbland.kr/c/293449
14799,도곡1차아이파크,강남구,도곡동,321,200703,109.19,178.59,262500,327500,84,37.4924031,127.0434770,https://kbland.kr/c/14799
13923,도곡2차아이파크,강남구,도곡동,58,200602,175.89,232.37,261000,315000,21,37.4892343,127.0371737,https://kbland.kr/c/13923
14938,도곡3차아이파크,강남구,도곡동,72,200704,179.50,225.98,295000,330000,0,37.4901778,127.0379645,https://kbland.kr/c/14938
26010,도곡그린빌,강남구,도곡동,19,199512,63.77,127.40,62700,123300,7,37.4861417,127.0358339,https://kbland.kr/c/26010
